"I'm in love with You,","","Danny Daniels. * Copyright © 1987 Mercy/Vineyard Publishing/Adm. by CopyCare.","Danny Daniels","","",
"I'm learning to love You","","Paul Oakley * Copyright © 1998 Thankyou Music","Paul Oakley","","",
"I'm looking up to Jesus,","","Ian Smale. * Copyright © 1982 Kingsway's Thankyou Music.","Ian Smale","","",
"I'm making melody","","Matt Redman * Copyright © 2001 Thankyou Music","Matt Redman","","",
"I'm not alone","","Diane Davis Andrew. * Copyright © 1971, 1975 Celebration/ Kingsway's Thankyou Music.","Diane Davis Andrew","","",
"I'm on my knees","","Dave Bilbrough * Copyright © 2000 Thankyou Music","Dave Bilbrough","","",
"I'm special","","Graham Kendrick. * Copyright © 1986 Kingsway's Thankyou Music.","Graham Kendrick","","",
"I'm standing here to testify","","Kevin Prosch. * Copyright © 1992 7th Time Music/Kingsway's Thankyou Music.","Kevin Prosch","","",
"I'm working out what it means","","Jim Bailey * Copyright © 1994 Thankyou Music","Jim Bailey","","",
"Image of invisible God","","Stuart Townend & J.K. Jamieson * Copyright © 2002 Thankyou Music","Stuart Townend | J.K. Jamieson","","",
"Immanuel, O immanuel,","","Graham Kendrick. * Copyright © 1988 Make Way Music.","Graham Kendrick","","",
"Immanuel,","","Graham Kendrick. * Copyright © 1979 Kingsway's Thankyou Music.","Graham Kendrick","","",
"Immortal, invisible,","","Walter Chalmers Smith. *","Walter Chalmers Smith","","",
"In awe of You,","","Reuben Morgan * Copyright © 1999 Reuben Morgan/Hillsong Publishing/ Kingsway Music","Reuben Morgan","","",
"In Christ alone;;","","Stuart Townend & Keith Getty * Copyright © 2001 Thankyou Music","Stuart Townend | Keith Getty","SOF #1346","",
"In every circumstance","","David Fellingham. * Copyright © 1994 Kingsway's Thankyou Music.","David Fellingham","","",
"In every day that dawns","","Kate Simmonds & Stuart Townend * Copyright © 2001 Thankyou Music","Kate Simmonds | Stuart Townend","","",
"In God alone","","Jacques Berthier/Taizé. * Copyright © 1995 Ateliers et Presses de Taizé.","Jacques Berthier/Taizé","","",
"In heavenly armour","","Jamie Owens-Collins. * Copyright © 1984 Fairhill Music/ Adm. by CopyCare.","Jamie Owens-Collins","","",
"In heavenly love abiding,","","Anna L. Waring. *","Anna L. Waring","","",
"In Him we live and move","","Randy Speir. * Copyright © 1981 Integrity's Hosanna! Music/Adm. by Kingsway's Thankyou Music.","Randy Speir","","",
"In Majesty He comes,","","David Fellingham. * Copyright © 1990 Kingsway's Thankyou Music.","David Fellingham","","",
"In moments like these","","David Graham. * Copyright © 1980 C A Music/ Music Services/CopyCare.","David Graham","","",
"In my life, Lord,","","Bob Kilpatrick. * Copyright © 1978 Bob Kilpatrick Music/ CopyCare.","Bob Kilpatrick","","",
"In my life proclaim Your glory,","","For permission to reproduce this song for non-commercial purposes, * please contact Calamus, 30 North Terrace, Mildenhall, Suffolk, IP28 7AB    Geoff Bullock. Copyright © 1997 Watershed Productions/ Kingsway's Thankyou Music.","For permission to reproduce this song for non-commercial purposes","","",
"In my weakness","","Wayne Drain. * Copyright © 1996 Kingsway's Thankyou Music.","Wayne Drain","","",
"In mystery reigning,","","John Pantry. * Copyright © 1990 Kingsway's Thankyou Music.","John Pantry","","",
"In the bleak midwinter,","","Christina G. Rossetti. *","Christina G. Rossetti","","",
"In the Lord","","Jacques Berthier/Taizé. * Copyright © Ateliers et Presses de Taize.","Jacques Berthier/Taizé","","",
"In the name of Jesus,","","For permission to reproduce this song for non-commercial purposes, * please contact Calamus, 30 North Terrace, Mildenhall, Suffolk, IP28 7AB  Author unknown.","For permission to reproduce this song for non-commercial purposes","","",
"In the presence of Your people","","Brent Chambers. * Copyright © 1977 Scripture in Song, a division of Integrity Music/Adm. by Kingsway's Thankyou Music.","Brent Chambers","","",
"In the shadow of the cross,","","Paul Oakley * Copyright © 1999 Thankyou Music","Paul Oakley","","",
"In the tomb so cold","","Graham Kendrick. * Copyright © 1986 Kingsway's Thankyou Music.","Graham Kendrick","","",
"In these days of darkness,","","Sue Rinaldi & Steve Bassett. * Copyright © 1994 Kingsway's Thankyou Music.","Sue Rinaldi | Steve Bassett","","",
"In these days of refreshing,","","David Fellingham. * Copyright © 1996 Kingsway's Thankyou Music.","David Fellingham","","",
"In this place we gather","","Stuart Plumb * Copyright © 2001 Thankyou Music","Stuart Plumb","","",
"In this stillness","","Paul Oakley * Copyright © 1999 Thankyou Music","Paul Oakley","","",
"In through the veil","","Bruce Clewett. * Copyright © 1983 Kingsway's Thankyou Music.","Bruce Clewett","","",
"In thy presence","","Mike Kerry. * Copyright © 1982 Kingsway's Thankyou Music.","Mike Kerry","","",
"In You we live","","Graham Kendrick * Copyright © 2002 Make Way Music","Graham Kendrick","","",
"In Your arms of love I sing","","James Gregory * Copyright © 1999 Thankyou Music","James Gregory","","",
"In Your presence there is fullnes","","Lara Martin (Abundant Life Ministries, Bradford, England) * Copyright © 2002 Thankyou Music","Lara Martin (Abundant Life Ministries | Bradford | England)","","",
"In Your presence there is joy,","","Libby Huirua * Copyright © 1998 Parachute Music New Zealand/ Adm. by Kingsway Music","Libby Huirua","","",
"Infant Holy,","","Polish traditional carol, tr. Edith M.G. Reed (1885-1933) * Copyright Control","Polish traditional carol | tr. Edith M.G. Reed (1885-1933)","","",
"Into the darkness","","Maggi Dawn. * Copyright © 1993 Kingsway's Thankyou Music.","Maggi Dawn","","",
"Is anyone thirsty,","","Graham Kendrick. * Copyright © 1994 Make Way Music.","Graham Kendrick","","",
"Is it true today","","Martin Smith. * Copyright © 1996 Curious? Music UK/Adm. by Kingsway's Thankyou Music.","Martin Smith","","",
"Isn't He beautiful,","","John Wimber. * Copyright © 1980 Mercy/Vineyard Publishing/Adm. by CopyCare.","John Wimber","","",
"It came upon the midnight clear,","","E. H. Sears. *","E. H. Sears","","",
"It is a thing most wonderful,","","W. W. How. *","W. W. How","","",
"It is good for me","","Tim Blomdahl. * Copyright © 1976 Bible Temple Music/ Music Services/Adm. by CopyCare.","Tim Blomdahl","","",
"It is good to give thanks to the Lord,","","(NB. The above song is not covered by your CCL Licence. * For permission to reproduce this song for non-commercial purposes, please contact Calamus, 30 North Terrace, Mildenhall, Suffolk, IP28 7AB.)    John L. Bell & Graham Maule. Copyright © 1988 Wild Goose Publications, Iona Community.","(NB. The above song is not covered by your CCL Licence","","",
"It is good, it is good","","Dan Adler * Copyright © 1999 Heart of the City Music/Word Music Inc./Adm. by CopyCare","Dan Adler","","",
"It is no longer I that liveth","","Sally Ellis. * Copyright © 1980 Kingsway's Thankyou Music.","Sally Ellis","","",
"It is the cry of my heart","","(From “Enemy of apathy” Wild Goose Publications 1988) *    No permission is required to reproduce this song for non-commercial purposes   Terry Butler. Copyright © 1991 Mercy/Vineyard Publishing/ Adm. by CopyCare.","(From “Enemy of apathy” Wild Goose Publications 1988)","","",
"It is to You","","Duke Kerr * Copyright © 1995 Remission Music UK/Adm. by Sovereign Music UK","Duke Kerr","","",
"It was on a starry night","","Joy Webb * Copyright © Salvationist Publishing & Supplies Ltd/Adm. by CopyCare","Joy Webb","","",
"It's a happy day,","","Gary Pfeiffer. * Copyright © 1973 Fred Bock Music/ Kingsway's Thankyou Music.","Gary Pfeiffer","","",
"It's a wonderful, wonderful,","","Ian Smale. * Copyright © 1993 Kingsway's Thankyou Music.","Ian Smale","","",
"It's getting clearer,","","Dave Bilbrough. * Copyright © 1995 Kingsway's Thankyou Music.","Dave Bilbrough","","",
"It's rising up","","Matt Redman & Martin Smith. * Copyright © 1995 Kingsway's Thankyou Music.","Matt Redman | Martin Smith","","",
"It's the presence of Your Spirit, Lord, we need,","","Len Magee. * Copyright © 1977 Len Magee Music.","Len Magee","","",
"It's Your blood","","Michael Christ. * Copyright © 1985 Mercy/Vineyard Publishing/Adm. by CopyCare.","Michael Christ","","",
"I've come to meet with You","","Tim Beck * Copyright © 1999 Thankyou Music","Tim Beck","","",
"I've fallen in love","","Pete Cant. * Copyright © 1997 Kingsway's Thankyou Music.","Pete Cant","","",
"I've filled my days with details","","David Gate * Copyright © 2001 Thankyou Music","David Gate","","",
"I've got a love song in my heart,","","Matt Redman. * Copyright © 1993 Kingsway's Thankyou Music.","Matt Redman","","",
"I've thrown it all away","","Matt Redman * Copyright © 2000 Thankyou Music","Matt Redman","","",
"Jehovah Jireh, my provider,","","Merla Watson. * Copyright © 1974 Tempo Music Publications/Adm. by CopyCare.","Merla Watson","","",
"Jehovah Jireh, God will provide","","lan Smale. * Copyright © 1987 Kingsway's Thankyou Music.","lan Smale","","",
"Jesus, all for Jesus;;","","Jennifer Atkinson & Robin Mark * Copyright © 1991 Authentic Publishing/Adm. by CopyCare","Jennifer Atkinson | Robin Mark","SOF #1376","",
"Jesus, at Your name","","Chris Bowater. * Copyright © 1982 Sovereign Lifestyle Music.","Chris Bowater","","",
"Jesus, be the centre;;","","Michael Frye * Copyright © 1999 Vineyard Songs (UK/Eire)/ Adm. by CopyCare","Michael Frye","SOF #1377","",
"Jesus Christ, Emmanuel","","Martyn Layzell * Copyright © 2001 Thankyou Music","Martyn Layzell","","",
"Jesus Christ, Holy one","","Nathan Fellingham * Copyright © 2002 Thankyou Music","Nathan Fellingham","","",
"Jesus Christ is risen today;","","Lyra Davidica. *","Lyra Davidica","","",
"Jesus Christ is the Lord of all,","","Steve Israel & Gerrit Gustafson. * Copyright © 1988 Integrity's Hosanna! Music/ Adm. by Kingsway's Thankyou Music.","Steve Israel | Gerrit Gustafson","","",
"Jesus Christ is waiting","","John L. Bell & Graham Maule * Copyright © 1998 WGRG, Iona Community","John L. Bell | Graham Maule","","",
"Jesus Christ, I think upom your sacrifice;;","","Matt Redman. * Copyright © 1995 Kingsway's Thankyou Music.","Matt Redman","SOF #865","",
"Jesus Christ, You came","","Noel Richards * Copyright © 2001 Thankyou Music","Noel Richards","","",
"Jesus, draw me ever nearer","","Margaret Becker & Keith Getty * Copyright © 2001 Modern M. Music/Adm. by CopyCare/ & Thankyou Music","Margaret Becker | Keith Getty","","",
"Jesus, forgive me.","","Martin Lore. * Copyright © 1993 Kingsway's Thankyou Music.","Martin Lore","","",
"Jesus, God's righteousness revealed","","Geoff Bullock * Copyright © 1995 Word Music Inc./Maranatha! Music/Adm. by CopyCare","Geoff Bullock","","",
"Jesus has sat down","","Jonathan Wallis. * Copyright © 1983 Kingsway's Thankyou Music.","Jonathan Wallis","","",
"Jesus, high King of heaven,","","Philip Lawson Johnston * Copyright © 1997 Thankyou Music","Philip Lawson Johnston","","",
"Jesus, hope of the nations;","","Brian Doerksen * Copyright © 2002 Integrity's Hosanna! Music/Sovereign Music UK","Brian Doerksen","SOF #1385","",
"Jesus, how lovely You are,","","Dave Bolton. * Copyright © 1975 Kingsway's Thankyou Music.","Dave Bolton","","",
"Jesus, I am thirsty,","","Don Harris & Martin J Nystrom. * Copyright © 1993 Integrity's Hosanna! Music/ Adm. by Kingsway's Thankyou Music.","Don Harris | Martin J Nystrom","","",
"Jesus, I love You; I bow down before You","","Jude Del Hierro. * Copyright © 1985 Mercy/Vineyard Publishing/Adm. by CopyCare.","Jude Del Hierro","","",
"Jesus, I love You, I worship and adore You","","Judith Butler & Paul Hemingway. * Copyright © 1996 Kingdom Faith Ministries.","Judith Butler | Paul Hemingway","","",
"Jesus, I worship You,","","Chris Bowater. * Copyright © 1982 Sovereign Lifestyle Music.","Chris Bowater","","",
"Jesus is exalted","","Alan Rose * Copyright © 1999 Thankyou Music","Alan Rose","","",
"Jesus is King","","Wendy Churchill. * Copyright © 1982 Word's Spirit of Praise Music/Adm. by CopyCare.","Wendy Churchill","","",
"Jesus is Lord! Creation's voice","","David J. Mansell. * Copyright © 1982 Word's Spirit of Praise Music/Adm. by CopyCare.","David J. Mansell","","",
"Jesus is Lord of all,","","Marilyn Baker. * Copyright © 1986 Word's Spirit of Praise Music/Adm. by CopyCare.","Marilyn Baker","","",
"Jesus is lord - the cry that echoes","","Stuart Townend & Keith Getty * Copyright © 2003 Thankyou Music","Stuart Townend | Keith Getty","","",
"Jesus is the name we honour;","","Phil Lawson Johnston. * Copyright © 1991 Kingsway's Thankyou Music.","Phil Lawson Johnston","","",
"Jesus, Jesus, healer, Saviour,","","David Fellingham * Copyright © 1998 Thankyou Music","David Fellingham","","",
"Jesus, Jesus, Jesus, how I love Your name","","Dave Bilbrough * Copyright © 2000 Thankyou Music","Dave Bilbrough","","",
"Jesus, Jesus, Jesus, Your love has melted","","Copyright © 1979 Sovereign Music UK. *","Copyright © 1979 Sovereign Music UK","","",
"Jesus, Jesus, Holy and anointed One;;","","John Barnett. * Copyright © 1988 Mercy/Vineyard Publishing/Adm. by CopyCare.","John Barnett","SOF #293","",
"Jesus, Jesus, Son of God","","Bryn Haworth. * Copyright © 1993 Kingsway's Thankyou Music.","Bryn Haworth","","",
"Jesus, King of kings,","","Chris Rolinson. * Copyright © 1988 Kingsway's Thankyou Music.","Chris Rolinson","","",
"Jesus, King of the ages,","","David Lyle Morris & Faith Forster * Copyright © 2000 Thankyou Music","David Lyle Morris | Faith Forster","","",
"Jesus, Lamb of God,","","Alan Rose. * Copyright © 1997 Kingsway's Thankyou Music.","Alan Rose","","",
"Jesus lives! thy terrors now","","Christian F. Gellert. * Tr. Frances E. Cox.","Christian F. Gellert","","",
"Jesus loves the church,","","Mike Sandeman * Copyright © 1999 Thankyou Music","Mike Sandeman","","",
"Jesus, melt my cold heart","","Caroline Bonnett & Steve Bassett * Copyright © 2001 Thankyou Music","Caroline Bonnett | Steve Bassett","","",
"Jesus, my desire","","Martyn Layzell * Copyright © 2001 Thankyou Music","Martyn Layzell","","",
"Jesus, my passion","","Vicky Beeching * Copyright © 2001 Vineyard Songs (UK/Eire)/Adm. by CopyCare","Vicky Beeching","","",
"Jesus, name above all names, Beautiful Saviour;","","Naida Hearn. * Copyright © 1974 Scripture in Song, a division of Integrity Music/Adm. by Kingsway's Thankyou Music.","Naida Hearn","SOF #298","",
"Jesus, name above all names, my soul cries","","Owen Hurter * Copyright © 2000 Thankyou Music","Owen Hurter","","",
"Jesus put this song into ourhearts,","","Graham Kendrick. * Copyright © 1986 Kingsway's Thankyou Music.","Graham Kendrick","","",
"Jesus, Redeemer","","Tim Hughes * Copyright © 2001 Thankyou Music","Tim Hughes","","",
"Jesus, remember me","","Jacques Berthier/Taizé. * Copyright © 1978 Ateliers et Presses de Taize.","Jacques Berthier/Taizé","","",
"Jesus, restore to us again","","For permission to reproduce this song for non-commercial purposes, * please contact Calamus, 30 North Terrace, Mildenhall, Suffolk, IP28 7AB     Graham Kendrick. Copyright © 1992 Make Way Music.","For permission to reproduce this song for non-commercial purposes","","",
"Jesus, send more labourers,","","Chris Rolinson. * Copyright © 1988 Kingsway's Thankyou Music.","Chris Rolinson","","",
"Jesus shall reign","","Isaac Watts. *","Isaac Watts","","",
"Jesus shall take the highest honour,","","Chris Bowater. * Copyright © 1988 Sovereign Lifestyle Music.","Chris Bowater","","",
"Jesus, stand among us at the meeting of our lives","","Graham Kendrick. * Copyright © 1977 Kingsway's Thankyou Music.","Graham Kendrick","","",
"Jesus, stand among us,in thy risen power,","","William Pennefather. *","William Pennefather","","",
"Jesus take me as I am,","","Dave Bryant. * Copyright © 1978 Kingsway's Thankyou Music.","Dave Bryant","","",
"Jesus taught us how to pray","","James Gregory * Copyright © 2000 Thankyou Music","James Gregory","","",
"Jesus, the name above all names,","","Hilary Davies. * Copyright © 1988 Samsongs/Coronation Music/Kingsway's Thankyou Music.","Hilary Davies","","",
